CIUDAD,PAIS,DIA,TEMPERATURAS,PRECIPITACIONES,PRESION
BOGOTA,COLOMBIA,2017-11-18,24,8,BAJA
CARACAS,VENEZUELA,2017-11-18,20,11,BAJA
HAVANA,CUBA,2017-11-18,19,15,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-11-18,19,19,BAJA
CIUDAD DE MEXICO,MEXICO,2017-11-18,19,8,BAJA
HONOLULU,ESTADOS UNIDOS,2017-11-18,24,5,BAJA
BUENOS AIRES,ARGENTINA,2017-11-19,17,0,MEDIA
CUENCA,ECUADOR,2017-11-19,15,0,MEDIA
BOGOTA,COLOMBIA,2017-11-19,21,0,MEDIA
CARACAS,VENEZUELA,2017-11-19,21,0,MEDIA
HAVANA,CUBA,2017-11-19,24,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-11-19,24,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-11-19,20,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-11-19,20,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-11-20,21,0,MEDIA
CUENCA,ECUADOR,2017-11-20,22,0,MEDIA
BOGOTA,COLOMBIA,2017-11-20,15,0,MEDIA
CARACAS,VENEZUELA,2017-11-20,24,0,MEDIA
HAVANA,CUBA,2017-11-20,20,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-11-20,21,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-11-20,22,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-11-20,23,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-11-21,22,15,BAJA
CUENCA,ECUADOR,2017-11-21,20,9,BAJA
BOGOTA,COLOMBIA,2017-11-21,15,11,BAJA
CARACAS,VENEZUELA,2017-11-21,24,9,BAJA
HAVANA,CUBA,2017-11-21,24,15,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-11-21,23,2,BAJA
CIUDAD DE MEXICO,MEXICO,2017-11-21,22,5,BAJA
HONOLULU,ESTADOS UNIDOS,2017-11-21,19,4,BAJA
BUENOS AIRES,ARGENTINA,2017-11-22,24,0,MEDIA
CUENCA,ECUADOR,2017-11-22,23,0,MEDIA
BOGOTA,COLOMBIA,2017-11-22,22,0,MEDIA
CARACAS,VENEZUELA,2017-11-22,24,0,MEDIA
HAVANA,CUBA,2017-11-22,18,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-11-22,16,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-11-22,20,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-11-22,18,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-11-23,18,0,MEDIA
CUENCA,ECUADOR,2017-11-23,23,0,MEDIA
BOGOTA,COLOMBIA,2017-11-23,23,0,MEDIA
CARACAS,VENEZUELA,2017-11-23,22,0,MEDIA
HAVANA,CUBA,2017-11-23,23,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-11-23,17,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-11-23,16,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-11-23,17,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-11-24,17,9,BAJA
CUENCA,ECUADOR,2017-11-24,20,15,BAJA
BOGOTA,COLOMBIA,2017-11-24,22,8,BAJA
CARACAS,VENEZUELA,2017-11-24,22,4,BAJA
HAVANA,CUBA,2017-11-24,21,15,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-11-24,17,13,BAJA
CIUDAD DE MEXICO,MEXICO,2017-11-24,17,15,BAJA
HONOLULU,ESTADOS UNIDOS,2017-11-24,23,19,BAJA
BUENOS AIRES,ARGENTINA,2017-11-25,20,0,MEDIA
CUENCA,ECUADOR,2017-11-25,19,0,MEDIA
BOGOTA,COLOMBIA,2017-11-25,16,0,MEDIA
CARACAS,VENEZUELA,2017-11-25,19,0,MEDIA
HAVANA,CUBA,2017-11-25,21,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-11-25,22,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-11-25,16,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-11-25,21,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-11-26,18,0,MEDIA
CUENCA,ECUADOR,2017-11-26,22,0,MEDIA
BOGOTA,COLOMBIA,2017-11-26,17,0,MEDIA
CARACAS,VENEZUELA,2017-11-26,20,0,MEDIA
HAVANA,CUBA,2017-11-26,23,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-11-26,24,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-11-26,22,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-11-26,20,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-11-27,21,11,BAJA
CUENCA,ECUADOR,2017-11-27,21,18,BAJA
BOGOTA,COLOMBIA,2017-11-27,17,10,BAJA
CARACAS,VENEZUELA,2017-11-27,16,14,BAJA
HAVANA,CUBA,2017-11-27,17,10,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-11-27,22,18,BAJA
CIUDAD DE MEXICO,MEXICO,2017-11-27,16,4,BAJA
HONOLULU,ESTADOS UNIDOS,2017-11-27,22,9,BAJA
BUENOS AIRES,ARGENTINA,2017-11-28,24,0,MEDIA
CUENCA,ECUADOR,2017-11-28,22,0,MEDIA
BOGOTA,COLOMBIA,2017-11-28,23,0,MEDIA
CARACAS,VENEZUELA,2017-11-28,15,0,MEDIA
HAVANA,CUBA,2017-11-28,18,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-11-28,24,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-11-28,18,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-11-28,17,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-11-29,18,0,MEDIA
CUENCA,ECUADOR,2017-11-29,19,0,MEDIA
BOGOTA,COLOMBIA,2017-11-29,24,0,MEDIA
CARACAS,VENEZUELA,2017-11-29,24,0,MEDIA
HAVANA,CUBA,2017-11-29,18,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-11-29,17,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-11-29,19,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-11-29,17,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-11-30,21,16,BAJA
CUENCA,ECUADOR,2017-11-30,23,16,BAJA
BOGOTA,COLOMBIA,2017-11-30,15,3,BAJA
CARACAS,VENEZUELA,2017-11-30,15,12,BAJA
HAVANA,CUBA,2017-11-30,24,9,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-11-30,24,13,BAJA
CIUDAD DE MEXICO,MEXICO,2017-11-30,17,18,BAJA
HONOLULU,ESTADOS UNIDOS,2017-11-30,24,1,BAJA
BUENOS AIRES,ARGENTINA,2017-12-01,23,0,MEDIA
CUENCA,ECUADOR,2017-12-01,17,0,MEDIA
BOGOTA,COLOMBIA,2017-12-01,15,0,MEDIA
CARACAS,VENEZUELA,2017-12-01,24,0,MEDIA
HAVANA,CUBA,2017-12-01,23,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-01,19,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-01,21,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-01,16,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-02,20,0,MEDIA
CUENCA,ECUADOR,2017-12-02,24,0,MEDIA
BOGOTA,COLOMBIA,2017-12-02,21,0,MEDIA
CARACAS,VENEZUELA,2017-12-02,22,0,MEDIA
HAVANA,CUBA,2017-12-02,15,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-02,18,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-02,24,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-02,22,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-03,24,9,BAJA
CUENCA,ECUADOR,2017-12-03,15,17,BAJA
BOGOTA,COLOMBIA,2017-12-03,17,5,BAJA
CARACAS,VENEZUELA,2017-12-03,15,9,BAJA
HAVANA,CUBA,2017-12-03,17,2,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-03,24,16,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-03,17,2,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-03,18,4,BAJA
BUENOS AIRES,ARGENTINA,2017-12-04,20,0,MEDIA
CUENCA,ECUADOR,2017-12-04,16,0,MEDIA
BOGOTA,COLOMBIA,2017-12-04,23,0,MEDIA
CARACAS,VENEZUELA,2017-12-04,15,0,MEDIA
HAVANA,CUBA,2017-12-04,18,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-04,21,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-04,18,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-04,20,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-05,23,0,MEDIA
CUENCA,ECUADOR,2017-12-05,24,0,MEDIA
BOGOTA,COLOMBIA,2017-12-05,23,0,MEDIA
CARACAS,VENEZUELA,2017-12-05,21,0,MEDIA
HAVANA,CUBA,2017-12-05,24,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-05,21,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-05,21,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-05,20,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-06,20,16,BAJA
CUENCA,ECUADOR,2017-12-06,19,11,BAJA
BOGOTA,COLOMBIA,2017-12-06,18,11,BAJA
CARACAS,VENEZUELA,2017-12-06,15,7,BAJA
HAVANA,CUBA,2017-12-06,20,13,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-06,19,12,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-06,20,2,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-06,21,5,BAJA
BUENOS AIRES,ARGENTINA,2017-12-07,24,0,MEDIA
CUENCA,ECUADOR,2017-12-07,16,0,MEDIA
BOGOTA,COLOMBIA,2017-12-07,16,0,MEDIA
CARACAS,VENEZUELA,2017-12-07,19,0,MEDIA
HAVANA,CUBA,2017-12-07,24,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-07,21,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-07,19,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-07,15,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-08,20,0,MEDIA
CUENCA,ECUADOR,2017-12-08,21,0,MEDIA
BOGOTA,COLOMBIA,2017-12-08,23,0,MEDIA
CARACAS,VENEZUELA,2017-12-08,16,0,MEDIA
HAVANA,CUBA,2017-12-08,21,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-08,22,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-08,20,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-08,17,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-09,20,16,BAJA
CUENCA,ECUADOR,2017-12-09,18,14,BAJA
BOGOTA,COLOMBIA,2017-12-09,22,9,BAJA
CARACAS,VENEZUELA,2017-12-09,22,7,BAJA
HAVANA,CUBA,2017-12-09,24,15,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-09,16,18,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-09,18,12,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-09,15,4,BAJA
BUENOS AIRES,ARGENTINA,2017-12-10,15,0,MEDIA
CUENCA,ECUADOR,2017-12-10,18,0,MEDIA
BOGOTA,COLOMBIA,2017-12-10,21,0,MEDIA
CARACAS,VENEZUELA,2017-12-10,16,0,MEDIA
HAVANA,CUBA,2017-12-10,20,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-10,17,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-10,20,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-10,18,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-11,22,0,MEDIA
CUENCA,ECUADOR,2017-12-11,15,0,MEDIA
BOGOTA,COLOMBIA,2017-12-11,24,0,MEDIA
CARACAS,VENEZUELA,2017-12-11,15,0,MEDIA
HAVANA,CUBA,2017-12-11,23,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-11,17,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-11,23,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-11,18,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-12,23,17,BAJA
CUENCA,ECUADOR,2017-12-12,17,19,BAJA
BOGOTA,COLOMBIA,2017-12-12,16,19,BAJA
CARACAS,VENEZUELA,2017-12-12,15,4,BAJA
HAVANA,CUBA,2017-12-12,23,5,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-12,15,15,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-12,18,5,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-12,20,5,BAJA
BUENOS AIRES,ARGENTINA,2017-12-13,19,0,MEDIA
CUENCA,ECUADOR,2017-12-13,17,0,MEDIA
BOGOTA,COLOMBIA,2017-12-13,21,0,MEDIA
CARACAS,VENEZUELA,2017-12-13,19,0,MEDIA
HAVANA,CUBA,2017-12-13,18,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-13,15,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-13,22,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-13,24,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-14,22,0,MEDIA
CUENCA,ECUADOR,2017-12-14,18,0,MEDIA
BOGOTA,COLOMBIA,2017-12-14,20,0,MEDIA
CARACAS,VENEZUELA,2017-12-14,16,0,MEDIA
HAVANA,CUBA,2017-12-14,16,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-14,21,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-14,15,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-14,23,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-15,17,8,BAJA
CUENCA,ECUADOR,2017-12-15,21,6,BAJA
BOGOTA,COLOMBIA,2017-12-15,16,7,BAJA
CARACAS,VENEZUELA,2017-12-15,22,5,BAJA
HAVANA,CUBA,2017-12-15,21,1,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-15,24,19,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-15,18,11,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-15,18,13,BAJA
BUENOS AIRES,ARGENTINA,2017-12-16,15,0,MEDIA
CUENCA,ECUADOR,2017-12-16,24,0,MEDIA
BOGOTA,COLOMBIA,2017-12-16,21,0,MEDIA
CARACAS,VENEZUELA,2017-12-16,23,0,MEDIA
HAVANA,CUBA,2017-12-16,15,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-16,22,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-16,16,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-16,19,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-17,20,0,MEDIA
CUENCA,ECUADOR,2017-12-17,17,0,MEDIA
BOGOTA,COLOMBIA,2017-12-17,15,0,MEDIA
CARACAS,VENEZUELA,2017-12-17,23,0,MEDIA
HAVANA,CUBA,2017-12-17,17,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-17,19,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-17,19,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-17,16,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-18,15,11,BAJA
CUENCA,ECUADOR,2017-12-18,17,15,BAJA
BOGOTA,COLOMBIA,2017-12-18,21,9,BAJA
CARACAS,VENEZUELA,2017-12-18,24,10,BAJA
HAVANA,CUBA,2017-12-18,23,3,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-18,15,13,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-18,21,13,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-18,17,17,BAJA
BUENOS AIRES,ARGENTINA,2017-12-19,15,0,MEDIA
CUENCA,ECUADOR,2017-12-19,20,0,MEDIA
BOGOTA,COLOMBIA,2017-12-19,18,0,MEDIA
CARACAS,VENEZUELA,2017-12-19,19,0,MEDIA
HAVANA,CUBA,2017-12-19,16,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-19,24,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-19,16,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-19,17,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-20,21,0,MEDIA
CUENCA,ECUADOR,2017-12-20,21,0,MEDIA
BOGOTA,COLOMBIA,2017-12-20,22,0,MEDIA
CARACAS,VENEZUELA,2017-12-20,19,0,MEDIA
HAVANA,CUBA,2017-12-20,21,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-20,19,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-20,20,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-20,17,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-21,15,3,BAJA
CUENCA,ECUADOR,2017-12-21,17,5,BAJA
BOGOTA,COLOMBIA,2017-12-21,15,4,BAJA
CARACAS,VENEZUELA,2017-12-21,24,19,BAJA
HAVANA,CUBA,2017-12-21,24,5,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-21,16,14,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-21,20,10,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-21,17,11,BAJA
BUENOS AIRES,ARGENTINA,2017-12-22,21,0,MEDIA
CUENCA,ECUADOR,2017-12-22,17,0,MEDIA
BOGOTA,COLOMBIA,2017-12-22,20,0,MEDIA
CARACAS,VENEZUELA,2017-12-22,20,0,MEDIA
HAVANA,CUBA,2017-12-22,22,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-22,20,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-22,17,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-22,21,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-23,19,0,MEDIA
CUENCA,ECUADOR,2017-12-23,19,0,MEDIA
BOGOTA,COLOMBIA,2017-12-23,23,0,MEDIA
CARACAS,VENEZUELA,2017-12-23,16,0,MEDIA
HAVANA,CUBA,2017-12-23,15,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-23,19,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-23,24,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-23,23,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-24,19,3,BAJA
CUENCA,ECUADOR,2017-12-24,22,18,BAJA
BOGOTA,COLOMBIA,2017-12-24,20,10,BAJA
CARACAS,VENEZUELA,2017-12-24,23,14,BAJA
HAVANA,CUBA,2017-12-24,19,11,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-24,15,14,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-24,19,9,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-24,23,16,BAJA
BUENOS AIRES,ARGENTINA,2017-12-25,15,0,MEDIA
CUENCA,ECUADOR,2017-12-25,15,0,MEDIA
BOGOTA,COLOMBIA,2017-12-25,19,0,MEDIA
CARACAS,VENEZUELA,2017-12-25,16,0,MEDIA
HAVANA,CUBA,2017-12-25,23,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-25,24,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-25,22,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-25,20,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-26,20,0,MEDIA
CUENCA,ECUADOR,2017-12-26,15,0,MEDIA
BOGOTA,COLOMBIA,2017-12-26,17,0,MEDIA
CARACAS,VENEZUELA,2017-12-26,15,0,MEDIA
HAVANA,CUBA,2017-12-26,21,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-26,23,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-26,18,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-26,17,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-27,21,3,BAJA
CUENCA,ECUADOR,2017-12-27,22,6,BAJA
BOGOTA,COLOMBIA,2017-12-27,19,13,BAJA
CARACAS,VENEZUELA,2017-12-27,17,15,BAJA
HAVANA,CUBA,2017-12-27,24,11,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-27,17,5,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-27,19,11,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-27,15,18,BAJA
BUENOS AIRES,ARGENTINA,2017-12-28,23,0,MEDIA
CUENCA,ECUADOR,2017-12-28,22,0,MEDIA
BOGOTA,COLOMBIA,2017-12-28,16,0,MEDIA
CARACAS,VENEZUELA,2017-12-28,21,0,MEDIA
HAVANA,CUBA,2017-12-28,22,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-28,21,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-28,17,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-28,21,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-29,22,0,MEDIA
CUENCA,ECUADOR,2017-12-29,18,0,MEDIA
BOGOTA,COLOMBIA,2017-12-29,17,0,MEDIA
CARACAS,VENEZUELA,2017-12-29,24,0,MEDIA
HAVANA,CUBA,2017-12-29,16,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-29,21,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-29,17,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-29,22,0,MEDIA
BUENOS AIRES,ARGENTINA,2017-12-30,16,19,BAJA
CUENCA,ECUADOR,2017-12-30,21,17,BAJA
BOGOTA,COLOMBIA,2017-12-30,16,19,BAJA
CARACAS,VENEZUELA,2017-12-30,19,11,BAJA
HAVANA,CUBA,2017-12-30,18,13,BAJA
NUEVA YORK,ESTADOS UNIDOS,2017-12-30,18,3,BAJA
CIUDAD DE MEXICO,MEXICO,2017-12-30,16,1,BAJA
HONOLULU,ESTADOS UNIDOS,2017-12-30,18,19,BAJA
BUENOS AIRES,ARGENTINA,2017-12-31,16,0,MEDIA
CUENCA,ECUADOR,2017-12-31,19,0,MEDIA
BOGOTA,COLOMBIA,2017-12-31,17,0,MEDIA
CARACAS,VENEZUELA,2017-12-31,19,0,MEDIA
HAVANA,CUBA,2017-12-31,16,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2017-12-31,22,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2017-12-31,22,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2017-12-31,17,0,MEDIA
BUENOS AIRES,ARGENTINA,2018-01-01,21,0,MEDIA
CUENCA,ECUADOR,2018-01-01,19,0,MEDIA
BOGOTA,COLOMBIA,2018-01-01,20,0,MEDIA
CARACAS,VENEZUELA,2018-01-01,24,0,MEDIA
HAVANA,CUBA,2018-01-01,18,0,MEDIA
NUEVA YORK,ESTADOS UNIDOS,2018-01-01,16,0,MEDIA
CIUDAD DE MEXICO,MEXICO,2018-01-01,19,0,MEDIA
HONOLULU,ESTADOS UNIDOS,2018-01-01,15,0,MEDIA
BUENOS AIRES,ARGENTINA,2018-01-02,23,195,MUY BAJA
CUENCA,ECUADOR,2018-01-02,21,91,MUY BAJA
BOGOTA,COLOMBIA,2018-01-02,20,185,MUY BAJA
CARACAS,VENEZUELA,2018-01-02,21,179,MUY BAJA
HAVANA,CUBA,2018-01-02,15,196,MUY BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-02,16,181,MUY BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-02,16,71,MUY BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-02,22,66,MUY BAJA
BUENOS AIRES,ARGENTINA,2018-01-03,18,11,BAJA
CUENCA,ECUADOR,2018-01-03,19,18,BAJA
BOGOTA,COLOMBIA,2018-01-03,24,11,BAJA
CARACAS,VENEZUELA,2018-01-03,18,13,BAJA
HAVANA,CUBA,2018-01-03,22,2,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-03,16,4,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-03,24,4,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-03,16,15,BAJA
BUENOS AIRES,ARGENTINA,2018-01-04,23,16,BAJA
CUENCA,ECUADOR,2018-01-04,18,19,BAJA
BOGOTA,COLOMBIA,2018-01-04,19,15,BAJA
CARACAS,VENEZUELA,2018-01-04,17,8,BAJA
HAVANA,CUBA,2018-01-04,15,15,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-04,17,17,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-04,20,9,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-04,21,15,BAJA
BUENOS AIRES,ARGENTINA,2018-01-05,17,8,BAJA
CUENCA,ECUADOR,2018-01-05,23,8,BAJA
BOGOTA,COLOMBIA,2018-01-05,23,12,BAJA
CARACAS,VENEZUELA,2018-01-05,15,13,BAJA
HAVANA,CUBA,2018-01-05,15,1,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-05,20,0,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-05,19,13,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-05,16,7,BAJA
BUENOS AIRES,ARGENTINA,2018-01-06,20,6,BAJA
CUENCA,ECUADOR,2018-01-06,24,5,BAJA
BOGOTA,COLOMBIA,2018-01-06,15,9,BAJA
CARACAS,VENEZUELA,2018-01-06,23,4,BAJA
HAVANA,CUBA,2018-01-06,19,3,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-06,23,6,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-06,21,1,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-06,16,11,BAJA
BUENOS AIRES,ARGENTINA,2018-01-07,24,12,BAJA
CUENCA,ECUADOR,2018-01-07,24,11,BAJA
BOGOTA,COLOMBIA,2018-01-07,21,15,BAJA
CARACAS,VENEZUELA,2018-01-07,23,6,BAJA
HAVANA,CUBA,2018-01-07,19,0,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-07,16,3,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-07,20,6,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-07,17,9,BAJA
BUENOS AIRES,ARGENTINA,2018-01-08,20,0,BAJA
CUENCA,ECUADOR,2018-01-08,15,9,BAJA
BOGOTA,COLOMBIA,2018-01-08,17,17,BAJA
CARACAS,VENEZUELA,2018-01-08,24,19,BAJA
HAVANA,CUBA,2018-01-08,22,1,BAJA
NUEVA YORK,ESTADOS UNIDOS,2018-01-08,21,12,BAJA
CIUDAD DE MEXICO,MEXICO,2018-01-08,22,8,BAJA
HONOLULU,ESTADOS UNIDOS,2018-01-08,15,2,BAJA
BUENOS AIRES,ARGENTINA,2018-01-09,16,7,BAJA
CUENCA,ECUADOR,2018-01-09,20,10,BAJA
BOGOTA,COLOMBIA,2018-01-09,21,3,BAJA
CARACAS,VENEZUELA,2018-01-09,17,1,BAJA
HAVANA,CUBA,2018-01-09,23,15,BAJA
